Order_ID,SKU,Pick_Zone,Picker_ID,Received_Timestamp,Putaway_Timestamp,Ordered_Qty,Picked_Qty,Pick_Duration_Minutes,Location_Capacity_M3,Occupied_Volume_M3
ORD-10231,SKU-103,Zone_A_HighBay,PKR-03,03-01-2026 15:48,14:56.7,13,13,22,10,6.2
ORD-10232,SKU-110,Zone_B_Mezzanine,PKR-01,03-01-2026 16:17,28:40.3,19,19,19,10,7.93
ORD-10233,SKU-116,Zone_A_HighBay,PKR-08,03-01-2026 16:17,48:58.7,13,13,10,10,6.18
ORD-10234,SKU-137,Zone_A_HighBay,PKR-03,03-01-2026 16:57,02:37.8,18,18,11,10,8.86
ORD-10235,SKU-123,Zone_C_Bulk,PKR-02,03-01-2026 16:50,02:48.7,14,14,21,10,7.7
ORD-10236,SKU-104,Zone_A_HighBay,PKR-01,03-01-2026 17:11,41:50.3,4,4,10,10,8.14
ORD-10237,SKU-133,Zone_C_Bulk,PKR-03,03-01-2026 17:26,39:56.6,4,4,12,10,8.66
ORD-10238,SKU-105,Zone_A_HighBay,PKR-02,03-01-2026 17:50,17:13.0,19,19,16,10,6.48
ORD-10239,SKU-121,Zone_B_Mezzanine,PKR-02,03-01-2026 18:12,02:42.4,13,13,18,10,6.12
ORD-10240,SKU-110,Zone_B_Mezzanine,PKR-06,03-01-2026 18:07,19:20.6,12,12,16,10,8.81
ORD-10241,SKU-147,Zone_C_Bulk,PKR-01,03-01-2026 18:36,21:29.7,7,7,14,10,7.01
ORD-10242,SKU-115,Zone_B_Mezzanine,PKR-02,03-01-2026 18:51,47:09.6,12,12,24,10,6.41
ORD-10243,SKU-132,Zone_B_Mezzanine,PKR-06,03-01-2026 18:45,28:54.3,4,4,19,10,7.5
ORD-10244,SKU-108,Zone_A_HighBay,PKR-03,03-01-2026 19:03,25:43.5,2,2,11,10,7.91
ORD-10245,SKU-105,Zone_B_Mezzanine,PKR-04,03-01-2026 19:35,49:00.9,2,2,13,10,6.1
ORD-10246,SKU-115,Zone_A_HighBay,PKR-01,03-01-2026 19:57,12:21.0,5,5,14,10,6.88
ORD-10247,SKU-128,Zone_B_Mezzanine,PKR-08,03-01-2026 19:55,00:15.0,10,10,14,10,6.1
ORD-10248,SKU-102,Zone_B_Mezzanine,PKR-07,03-01-2026 20:02,02:02.9,10,10,20,10,7.35
ORD-10249,SKU-119,Zone_B_Mezzanine,PKR-07,03-01-2026 20:27,44:35.9,9,9,11,10,8.86
ORD-10250,SKU-135,Zone_A_HighBay,PKR-03,03-01-2026 20:54,42:25.3,13,13,9,10,9.14
ORD-10251,SKU-118,Zone_A_HighBay,PKR-03,03-01-2026 21:01,30:03.0,7,7,7,10,8.04
ORD-10252,SKU-125,Zone_B_Mezzanine,PKR-02,03-01-2026 21:21,54:25.9,5,5,22,10,6.52
ORD-10253,SKU-102,Zone_A_HighBay,PKR-01,03-01-2026 21:36,20:02.7,10,10,15,10,8.9
ORD-10254,SKU-118,Zone_A_HighBay,PKR-07,03-01-2026 21:39,23:19.9,10,10,19,10,7.65
ORD-10255,SKU-119,Zone_A_HighBay,PKR-07,03-01-2026 22:05,20:26.4,6,6,24,10,6.49
ORD-10256,SKU-131,Zone_C_Bulk,PKR-02,03-01-2026 22:11,28:22.9,19,18,9,10,8.95
ORD-10257,SKU-106,Zone_B_Mezzanine,PKR-07,03-01-2026 22:29,58:32.5,8,8,16,10,8.42
ORD-10258,SKU-140,Zone_A_HighBay,PKR-08,03-01-2026 22:50,58:37.2,1,1,8,10,8.34
ORD-10259,SKU-132,Zone_A_HighBay,PKR-01,03-01-2026 22:54,11:40.7,17,17,19,10,8.27
ORD-10260,SKU-139,Zone_A_HighBay,PKR-09,03-01-2026 23:13,28:47.7,7,7,13,10,6.64
ORD-10261,SKU-138,Zone_B_Mezzanine,PKR-07,03-01-2026 23:27,19:08.3,14,14,11,10,6.68
ORD-10262,SKU-117,Zone_B_Mezzanine,PKR-03,03-01-2026 23:34,32:01.6,17,17,14,10,8.2
ORD-10263,SKU-139,Zone_A_HighBay,PKR-08,03-01-2026 23:50,39:44.4,9,9,17,10,6.7
ORD-10264,SKU-100,Zone_A_HighBay,PKR-07,04-01-2026 00:23,22:33.0,17,17,12,10,7.4
ORD-10265,SKU-110,Zone_A_HighBay,PKR-08,04-01-2026 00:16,07:22.7,5,5,16,10,8.5
ORD-10266,SKU-127,Zone_B_Mezzanine,PKR-06,04-01-2026 00:51,16:04.7,8,8,23,10,8.51
ORD-10267,SKU-124,Zone_B_Mezzanine,PKR-09,04-01-2026 01:01,17:27.3,6,6,5,10,7.45
ORD-10268,SKU-149,Zone_A_HighBay,PKR-05,04-01-2026 01:03,28:42.8,11,11,20,10,8.54
ORD-10269,SKU-122,Zone_A_HighBay,PKR-03,04-01-2026 01:28,55:17.6,19,19,21,10,8.68
ORD-10270,SKU-130,Zone_A_HighBay,PKR-03,04-01-2026 01:39,51:52.2,4,4,22,10,8.1
ORD-10271,SKU-129,Zone_C_Bulk,PKR-01,04-01-2026 01:47,58:47.8,18,18,15,10,6.73
ORD-10272,SKU-141,Zone_A_HighBay,PKR-08,04-01-2026 02:24,31:49.9,1,1,22,10,6.88
ORD-10273,SKU-134,Zone_B_Mezzanine,PKR-02,04-01-2026 02:17,33:03.7,13,13,11,10,7.01
ORD-10274,SKU-106,Zone_B_Mezzanine,PKR-03,04-01-2026 02:44,59:45.7,14,14,22,10,6.37
ORD-10275,SKU-115,Zone_A_HighBay,PKR-08,04-01-2026 02:50,09:50.7,1,1,12,10,6.87
ORD-10276,SKU-125,Zone_A_HighBay,PKR-08,04-01-2026 03:16,34:40.0,11,11,10,10,6.67
ORD-10277,SKU-147,Zone_A_HighBay,PKR-04,04-01-2026 03:26,49:41.5,17,17,11,10,7.46
ORD-10278,SKU-148,Zone_B_Mezzanine,PKR-04,04-01-2026 03:51,27:43.2,4,4,14,10,8.91
ORD-10279,SKU-101,Zone_B_Mezzanine,PKR-05,04-01-2026 04:04,00:27.6,12,12,15,10,6.33
ORD-10280,SKU-100,Zone_B_Mezzanine,PKR-06,04-01-2026 04:23,36:41.1,10,10,17,10,8.3
ORD-10281,SKU-147,Zone_B_Mezzanine,PKR-05,04-01-2026 04:43,14:36.6,6,6,13,10,8.2
ORD-10282,SKU-111,Zone_A_HighBay,PKR-07,04-01-2026 04:40,07:30.2,1,1,11,10,6.31
ORD-10283,SKU-104,Zone_C_Bulk,PKR-02,04-01-2026 05:09,12:36.3,7,7,13,10,8.95
ORD-10284,SKU-136,Zone_B_Mezzanine,PKR-07,04-01-2026 05:03,21:40.7,16,16,17,10,7.82
ORD-10285,SKU-131,Zone_A_HighBay,PKR-07,04-01-2026 05:40,01:45.5,14,14,7,10,7.16
ORD-10286,SKU-108,Zone_C_Bulk,PKR-01,04-01-2026 05:57,38:58.0,6,6,7,10,8.42
ORD-10287,SKU-140,Zone_B_Mezzanine,PKR-07,04-01-2026 06:10,23:54.3,5,5,5,10,6.82
ORD-10288,SKU-134,Zone_B_Mezzanine,PKR-05,04-01-2026 06:05,43:41.9,18,18,24,10,8.22
ORD-10289,SKU-118,Zone_B_Mezzanine,PKR-03,04-01-2026 06:15,44:57.6,15,15,6,10,6.13
ORD-10290,SKU-147,Zone_C_Bulk,PKR-03,04-01-2026 06:49,24:48.5,6,6,7,10,8.69
ORD-10291,SKU-115,Zone_B_Mezzanine,PKR-04,04-01-2026 07:07,22:21.8,19,19,19,10,7.43
ORD-10292,SKU-102,Zone_A_HighBay,PKR-02,04-01-2026 07:27,03:48.0,1,1,10,10,8.04
ORD-10293,SKU-119,Zone_A_HighBay,PKR-02,04-01-2026 07:30,15:57.1,1,1,17,10,6.71
ORD-10294,SKU-123,Zone_C_Bulk,PKR-01,04-01-2026 07:44,05:57.3,13,13,5,10,8.17
ORD-10295,SKU-132,Zone_A_HighBay,PKR-05,04-01-2026 08:01,46:06.9,3,3,24,10,8.47
ORD-10296,SKU-123,Zone_A_HighBay,PKR-04,04-01-2026 08:07,13:17.0,10,10,23,10,7.51
ORD-10297,SKU-110,Zone_A_HighBay,PKR-02,04-01-2026 08:42,21:26.2,3,3,5,10,7.98
ORD-10298,SKU-148,Zone_A_HighBay,PKR-03,04-01-2026 08:55,09:27.7,9,9,6,10,7.46
ORD-10299,SKU-107,Zone_B_Mezzanine,PKR-07,04-01-2026 08:56,16:49.6,8,8,19,10,8.86
ORD-10300,SKU-135,Zone_C_Bulk,PKR-07,04-01-2026 09:26,30:27.9,3,3,18,10,7.59
ORD-10301,SKU-137,Zone_A_HighBay,PKR-04,04-01-2026 09:36,46:02.6,13,13,23,10,8.69
ORD-10302,SKU-139,Zone_A_HighBay,PKR-05,04-01-2026 09:50,15:17.7,6,6,15,10,8.56
ORD-10303,SKU-119,Zone_A_HighBay,PKR-05,04-01-2026 09:54,28:10.7,13,13,19,10,7.31
ORD-10304,SKU-134,Zone_C_Bulk,PKR-06,04-01-2026 10:26,01:17.3,12,12,10,10,6.74
ORD-10305,SKU-147,Zone_B_Mezzanine,PKR-09,04-01-2026 10:29,40:17.6,13,13,24,10,7.3
ORD-10306,SKU-124,Zone_A_HighBay,PKR-02,04-01-2026 10:59,20:19.4,2,2,13,10,8.64
ORD-10307,SKU-134,Zone_C_Bulk,PKR-05,04-01-2026 10:53,43:55.2,16,16,9,10,6.73
ORD-10308,SKU-124,Zone_C_Bulk,PKR-03,04-01-2026 11:01,35:51.5,6,6,24,10,7.68
ORD-10309,SKU-128,Zone_C_Bulk,PKR-04,04-01-2026 11:19,22:26.9,19,19,6,10,8.58
ORD-10310,SKU-117,Zone_C_Bulk,PKR-06,04-01-2026 11:35,22:13.6,13,13,10,10,7.13
ORD-10311,SKU-145,Zone_A_HighBay,PKR-08,04-01-2026 11:51,12:05.9,17,17,22,10,8.06
ORD-10312,SKU-117,Zone_B_Mezzanine,PKR-01,04-01-2026 12:20,22:42.6,9,9,23,10,6.79
ORD-10313,SKU-101,Zone_A_HighBay,PKR-08,04-01-2026 12:39,39:06.5,17,17,13,10,6.35
ORD-10314,SKU-134,Zone_C_Bulk,PKR-07,04-01-2026 12:30,53:53.7,2,2,10,10,8.54
ORD-10315,SKU-115,Zone_B_Mezzanine,PKR-01,04-01-2026 13:07,08:03.9,19,19,18,10,6.32
ORD-10316,SKU-140,Zone_B_Mezzanine,PKR-02,04-01-2026 13:25,41:19.8,19,19,17,10,6.87
ORD-10317,SKU-135,Zone_B_Mezzanine,PKR-03,04-01-2026 13:21,40:38.2,7,7,15,10,8.74
ORD-10318,SKU-132,Zone_A_HighBay,PKR-01,04-01-2026 13:49,13:58.3,10,10,16,10,7.11
ORD-10319,SKU-103,Zone_B_Mezzanine,PKR-09,04-01-2026 14:09,35:42.1,10,10,23,10,9.11
ORD-10320,SKU-132,Zone_C_Bulk,PKR-08,04-01-2026 14:29,37:53.3,9,9,23,10,9.14
ORD-10321,SKU-113,Zone_C_Bulk,PKR-02,04-01-2026 14:26,22:02.5,17,17,23,10,6.86
ORD-10322,SKU-120,Zone_A_HighBay,PKR-09,04-01-2026 14:45,13:04.1,15,15,17,10,6.13
ORD-10323,SKU-147,Zone_A_HighBay,PKR-07,04-01-2026 15:00,07:06.3,2,2,18,10,8.26
ORD-10324,SKU-119,Zone_A_HighBay,PKR-09,04-01-2026 15:10,33:29.7,4,4,22,10,7.44
ORD-10325,SKU-107,Zone_B_Mezzanine,PKR-06,04-01-2026 15:35,50:06.7,19,19,16,10,6.32
ORD-10326,SKU-106,Zone_C_Bulk,PKR-06,04-01-2026 15:33,49:43.0,17,17,8,10,8.26
ORD-10327,SKU-102,Zone_A_HighBay,PKR-04,04-01-2026 15:57,20:34.6,5,5,14,10,6.1
ORD-10328,SKU-116,Zone_B_Mezzanine,PKR-02,04-01-2026 16:06,22:37.5,7,7,21,10,8.78
ORD-10329,SKU-132,Zone_C_Bulk,PKR-07,04-01-2026 16:18,11:34.1,18,18,8,10,6.44
ORD-10330,SKU-147,Zone_B_Mezzanine,PKR-05,04-01-2026 16:44,11:07.6,7,7,16,10,6.41
ORD-10331,SKU-111,Zone_B_Mezzanine,PKR-06,04-01-2026 17:03,48:08.2,17,17,17,10,6.56
ORD-10332,SKU-121,Zone_B_Mezzanine,PKR-02,04-01-2026 17:08,50:23.2,7,7,8,10,9.07
ORD-10333,SKU-121,Zone_B_Mezzanine,PKR-05,04-01-2026 17:25,32:36.4,4,4,14,10,8.22
ORD-10334,SKU-145,Zone_A_HighBay,PKR-04,04-01-2026 17:37,29:00.6,8,8,7,10,8.56
ORD-10335,SKU-129,Zone_B_Mezzanine,PKR-09,04-01-2026 17:45,58:34.0,13,13,19,10,7.27
ORD-10336,SKU-137,Zone_B_Mezzanine,PKR-06,04-01-2026 18:22,27:00.3,4,4,6,10,7.08
ORD-10337,SKU-137,Zone_C_Bulk,PKR-02,04-01-2026 18:39,17:14.4,6,6,21,10,6.75
ORD-10338,SKU-144,Zone_B_Mezzanine,PKR-01,04-01-2026 18:53,30:00.5,5,5,10,10,7.54
ORD-10339,SKU-107,Zone_B_Mezzanine,PKR-05,04-01-2026 18:52,11:36.8,12,12,12,10,7.77
ORD-10340,SKU-126,Zone_A_HighBay,PKR-09,04-01-2026 19:12,33:49.5,4,4,7,10,8.02
ORD-10341,SKU-126,Zone_A_HighBay,PKR-06,04-01-2026 19:36,38:11.7,9,9,22,10,6.82
ORD-10342,SKU-133,Zone_A_HighBay,PKR-07,04-01-2026 19:56,13:09.3,4,4,5,10,9.04
ORD-10343,SKU-120,Zone_A_HighBay,PKR-05,04-01-2026 19:48,18:47.4,19,19,20,10,6.54
ORD-10344,SKU-129,Zone_B_Mezzanine,PKR-06,04-01-2026 20:07,21:47.1,14,14,11,10,9.09
ORD-10345,SKU-132,Zone_C_Bulk,PKR-05,04-01-2026 20:17,23:08.6,5,5,7,10,6.05
ORD-10346,SKU-127,Zone_A_HighBay,PKR-09,04-01-2026 20:58,23:54.9,18,18,8,10,7.54
ORD-10347,SKU-146,Zone_A_HighBay,PKR-06,04-01-2026 20:53,19:59.7,10,9,13,10,7.07
ORD-10348,SKU-132,Zone_C_Bulk,PKR-08,04-01-2026 21:28,07:02.8,19,19,9,10,7.44
ORD-10349,SKU-104,Zone_A_HighBay,PKR-02,04-01-2026 21:16,26:29.5,12,12,23,10,7.83
ORD-10350,SKU-147,Zone_B_Mezzanine,PKR-09,04-01-2026 21:31,52:13.0,18,18,19,10,7.39
ORD-10351,SKU-118,Zone_B_Mezzanine,PKR-05,04-01-2026 22:12,17:58.2,17,17,12,10,7.33
ORD-10352,SKU-103,Zone_B_Mezzanine,PKR-07,04-01-2026 22:12,35:50.4,11,11,10,10,8.34
ORD-10353,SKU-134,Zone_A_HighBay,PKR-01,04-01-2026 22:29,19:59.7,3,3,22,10,8.19
ORD-10354,SKU-148,Zone_A_HighBay,PKR-05,04-01-2026 22:57,17:51.3,17,17,23,10,8.67
ORD-10355,SKU-116,Zone_B_Mezzanine,PKR-02,04-01-2026 23:07,36:24.7,1,1,19,10,6.8
ORD-10356,SKU-143,Zone_B_Mezzanine,PKR-06,04-01-2026 23:11,39:46.8,15,15,11,10,7.95
ORD-10357,SKU-127,Zone_A_HighBay,PKR-01,04-01-2026 23:40,49:24.1,9,9,14,10,7.87
ORD-10358,SKU-129,Zone_B_Mezzanine,PKR-03,04-01-2026 23:33,14:45.5,15,15,10,10,7.18
ORD-10359,SKU-128,Zone_A_HighBay,PKR-05,05-01-2026 00:10,38:15.1,3,3,18,10,7.56
ORD-10360,SKU-145,Zone_B_Mezzanine,PKR-04,05-01-2026 00:07,13:03.1,19,19,21,10,7
ORD-10361,SKU-105,Zone_A_HighBay,PKR-03,05-01-2026 00:23,29:29.9,13,13,13,10,6.45
ORD-10362,SKU-134,Zone_C_Bulk,PKR-05,05-01-2026 00:52,50:34.1,12,12,23,10,6.68
ORD-10363,SKU-140,Zone_A_HighBay,PKR-08,05-01-2026 00:49,58:17.6,1,1,9,10,6.34
ORD-10364,SKU-136,Zone_A_HighBay,PKR-04,05-01-2026 01:23,14:07.1,17,17,11,10,8.19
ORD-10365,SKU-123,Zone_A_HighBay,PKR-01,05-01-2026 01:34,58:26.9,13,13,23,10,8.11
ORD-10366,SKU-128,Zone_A_HighBay,PKR-07,05-01-2026 01:47,15:31.3,1,1,24,10,9.04
ORD-10367,SKU-148,Zone_C_Bulk,PKR-08,05-01-2026 01:55,22:16.5,10,10,11,10,8.33
ORD-10368,SKU-145,Zone_C_Bulk,PKR-03,05-01-2026 02:14,45:16.6,15,15,6,10,6.17
ORD-10369,SKU-130,Zone_A_HighBay,PKR-06,05-01-2026 02:42,51:29.9,7,7,20,10,8.83
ORD-10370,SKU-134,Zone_A_HighBay,PKR-02,05-01-2026 02:51,32:12.8,18,18,17,10,8.76
ORD-10371,SKU-132,Zone_B_Mezzanine,PKR-07,05-01-2026 02:53,48:15.4,16,16,12,10,7.42
ORD-10372,SKU-120,Zone_C_Bulk,PKR-08,05-01-2026 03:16,07:59.2,14,14,10,10,7.87
ORD-10373,SKU-131,Zone_B_Mezzanine,PKR-06,05-01-2026 03:41,55:07.2,18,18,10,10,9.12
ORD-10374,SKU-122,Zone_A_HighBay,PKR-06,05-01-2026 03:55,37:57.7,7,7,13,10,7.7
ORD-10375,SKU-132,Zone_A_HighBay,PKR-05,05-01-2026 03:56,28:37.8,17,17,8,10,8.9
ORD-10376,SKU-102,Zone_B_Mezzanine,PKR-08,05-01-2026 04:06,35:32.2,18,18,15,10,6.27
ORD-10377,SKU-117,Zone_A_HighBay,PKR-01,05-01-2026 04:24,31:37.3,12,12,9,10,6.61
ORD-10378,SKU-124,Zone_B_Mezzanine,PKR-04,05-01-2026 04:54,37:23.5,8,8,21,10,7.41
ORD-10379,SKU-141,Zone_A_HighBay,PKR-04,05-01-2026 05:10,29:54.7,2,2,24,10,7.87
ORD-10380,SKU-130,Zone_B_Mezzanine,PKR-03,05-01-2026 05:24,36:45.4,7,7,11,10,8.61
ORD-10381,SKU-102,Zone_A_HighBay,PKR-03,05-01-2026 05:24,58:36.9,4,4,19,10,9.16
ORD-10382,SKU-139,Zone_B_Mezzanine,PKR-04,05-01-2026 05:56,23:17.7,18,18,19,10,7.24
ORD-10383,SKU-145,Zone_A_HighBay,PKR-01,05-01-2026 05:57,07:40.7,6,6,18,10,6.15
ORD-10384,SKU-123,Zone_B_Mezzanine,PKR-02,05-01-2026 06:18,19:32.9,9,9,17,10,8.56
ORD-10385,SKU-149,Zone_A_HighBay,PKR-09,05-01-2026 06:25,27:56.4,9,9,15,10,7.93
ORD-10386,SKU-131,Zone_B_Mezzanine,PKR-02,05-01-2026 06:42,18:41.8,14,14,17,10,6.64
ORD-10387,SKU-146,Zone_B_Mezzanine,PKR-05,05-01-2026 07:05,04:04.6,8,8,13,10,7.58
ORD-10388,SKU-121,Zone_B_Mezzanine,PKR-09,05-01-2026 07:07,57:35.8,19,19,14,10,8.38
ORD-10389,SKU-122,Zone_B_Mezzanine,PKR-09,05-01-2026 07:22,28:09.6,3,3,8,10,8.47
ORD-10390,SKU-101,Zone_B_Mezzanine,PKR-08,05-01-2026 07:33,43:28.3,18,18,21,10,7.6
ORD-10391,SKU-126,Zone_C_Bulk,PKR-01,05-01-2026 07:59,23:27.8,5,5,18,10,6.98
ORD-10392,SKU-141,Zone_A_HighBay,PKR-01,05-01-2026 08:27,33:54.7,14,14,22,10,9.12
ORD-10393,SKU-101,Zone_C_Bulk,PKR-09,05-01-2026 08:25,14:33.6,4,5,15,10,8.12
ORD-10394,SKU-125,Zone_A_HighBay,PKR-08,05-01-2026 08:40,55:01.7,7,7,20,10,7.31
ORD-10395,SKU-116,Zone_A_HighBay,PKR-09,05-01-2026 08:45,40:03.9,12,12,5,10,6.9
ORD-10396,SKU-139,Zone_A_HighBay,PKR-07,05-01-2026 09:16,38:58.8,2,2,11,10,8.34
ORD-10397,SKU-132,Zone_A_HighBay,PKR-03,05-01-2026 09:29,00:56.4,11,11,14,10,6.77
ORD-10398,SKU-108,Zone_B_Mezzanine,PKR-03,05-01-2026 09:49,49:49.4,14,14,13,10,6.55
ORD-10399,SKU-142,Zone_B_Mezzanine,PKR-02,05-01-2026 09:50,56:18.6,16,16,7,10,7.7
ORD-10400,SKU-147,Zone_B_Mezzanine,PKR-05,05-01-2026 10:23,39:21.6,6,6,18,10,6.93
ORD-10401,SKU-138,Zone_B_Mezzanine,PKR-03,05-01-2026 10:36,50:27.4,4,4,19,10,8.01
ORD-10402,SKU-128,Zone_A_HighBay,PKR-06,05-01-2026 10:57,12:27.2,15,15,6,10,6.38
ORD-10403,SKU-141,Zone_A_HighBay,PKR-02,05-01-2026 11:09,28:08.4,1,1,18,10,8.1
ORD-10404,SKU-125,Zone_A_HighBay,PKR-03,05-01-2026 11:14,34:49.5,7,7,20,10,6.91
ORD-10405,SKU-134,Zone_A_HighBay,PKR-05,05-01-2026 11:23,28:50.0,12,12,11,10,6
ORD-10406,SKU-149,Zone_A_HighBay,PKR-01,05-01-2026 11:43,02:50.4,10,10,8,10,6.41
ORD-10407,SKU-124,Zone_A_HighBay,PKR-01,05-01-2026 12:02,26:05.2,5,5,22,10,8.99
ORD-10408,SKU-123,Zone_B_Mezzanine,PKR-09,05-01-2026 12:25,22:11.2,12,12,9,10,8.78
ORD-10409,SKU-112,Zone_B_Mezzanine,PKR-07,05-01-2026 12:31,07:17.3,18,18,10,10,6.75
ORD-10410,SKU-106,Zone_C_Bulk,PKR-01,05-01-2026 12:47,34:49.0,10,10,11,10,8.49
ORD-10411,SKU-135,Zone_C_Bulk,PKR-08,05-01-2026 12:49,27:33.7,6,6,19,10,7.95
ORD-10412,SKU-144,Zone_B_Mezzanine,PKR-03,05-01-2026 13:19,33:12.1,12,12,5,10,9.11
ORD-10413,SKU-119,Zone_A_HighBay,PKR-08,05-01-2026 13:34,48:57.8,7,7,8,10,7.2
ORD-10414,SKU-100,Zone_B_Mezzanine,PKR-05,05-01-2026 13:38,54:01.2,18,18,5,10,8.18
ORD-10415,SKU-107,Zone_B_Mezzanine,PKR-01,05-01-2026 13:55,29:06.8,2,2,15,10,6.2
ORD-10416,SKU-145,Zone_A_HighBay,PKR-07,05-01-2026 14:23,45:36.3,10,10,22,10,7.27
ORD-10417,SKU-115,Zone_A_HighBay,PKR-05,05-01-2026 14:36,19:33.7,15,15,18,10,9.08
ORD-10418,SKU-113,Zone_C_Bulk,PKR-06,05-01-2026 14:30,57:45.7,12,12,15,10,7.72
ORD-10419,SKU-111,Zone_A_HighBay,PKR-06,05-01-2026 15:02,31:16.1,17,17,14,10,6.92
ORD-10420,SKU-122,Zone_B_Mezzanine,PKR-08,05-01-2026 15:05,53:57.6,4,4,21,10,6.38
ORD-10421,SKU-114,Zone_B_Mezzanine,PKR-09,05-01-2026 15:41,37:06.2,7,7,8,10,8.25
ORD-10422,SKU-127,Zone_A_HighBay,PKR-02,05-01-2026 15:31,06:33.8,9,9,19,10,8.06
ORD-10423,SKU-133,Zone_A_HighBay,PKR-09,05-01-2026 15:59,30:07.4,19,19,20,10,7.2
ORD-10424,SKU-101,Zone_A_HighBay,PKR-09,05-01-2026 16:28,40:29.3,7,7,17,10,9.04
ORD-10425,SKU-131,Zone_A_HighBay,PKR-07,05-01-2026 16:40,16:01.1,2,2,13,10,6.07
ORD-10426,SKU-122,Zone_A_HighBay,PKR-01,05-01-2026 16:50,13:56.0,6,6,15,10,6.97
ORD-10427,SKU-121,Zone_C_Bulk,PKR-07,05-01-2026 16:58,00:19.2,18,18,15,10,8.95
ORD-10428,SKU-124,Zone_A_HighBay,PKR-05,05-01-2026 17:04,03:21.3,6,6,10,10,7.03
ORD-10429,SKU-121,Zone_B_Mezzanine,PKR-06,05-01-2026 17:20,30:50.1,13,13,5,10,6.81
ORD-10430,SKU-121,Zone_A_HighBay,PKR-07,05-01-2026 17:35,51:18.4,19,19,10,10,7.71
ORD-10431,SKU-148,Zone_C_Bulk,PKR-05,05-01-2026 18:14,34:02.5,2,2,17,10,8.64
ORD-10432,SKU-141,Zone_A_HighBay,PKR-07,05-01-2026 18:21,10:10.9,12,12,9,10,6.33
ORD-10433,SKU-105,Zone_A_HighBay,PKR-09,05-01-2026 18:44,58:25.2,15,15,19,10,9.02
ORD-10434,SKU-114,Zone_C_Bulk,PKR-03,05-01-2026 18:47,24:38.0,14,14,22,10,8.54
ORD-10435,SKU-142,Zone_C_Bulk,PKR-08,05-01-2026 18:58,18:49.0,6,6,24,10,6.58
ORD-10436,SKU-136,Zone_A_HighBay,PKR-02,05-01-2026 19:09,19:45.5,18,18,18,10,8.28
ORD-10437,SKU-132,Zone_C_Bulk,PKR-07,05-01-2026 19:28,29:29.6,5,5,19,10,7.23
ORD-10438,SKU-107,Zone_A_HighBay,PKR-02,05-01-2026 19:42,36:13.2,18,18,9,10,7.29
ORD-10439,SKU-143,Zone_A_HighBay,PKR-04,05-01-2026 20:14,35:02.6,3,3,8,10,8.51
ORD-10440,SKU-143,Zone_A_HighBay,PKR-07,05-01-2026 20:02,32:17.4,3,3,6,10,9.08
ORD-10441,SKU-104,Zone_A_HighBay,PKR-03,05-01-2026 20:44,56:11.5,10,10,11,10,6.41
ORD-10442,SKU-138,Zone_B_Mezzanine,PKR-02,05-01-2026 20:35,53:09.4,19,19,14,10,7.35
ORD-10443,SKU-103,Zone_A_HighBay,PKR-07,05-01-2026 21:13,50:46.0,3,4,20,10,7.54
ORD-10444,SKU-105,Zone_A_HighBay,PKR-01,05-01-2026 21:07,14:05.4,12,11,14,10,7.2
ORD-10445,SKU-144,Zone_B_Mezzanine,PKR-08,05-01-2026 21:26,01:21.6,16,16,22,10,7.16
ORD-10446,SKU-131,Zone_B_Mezzanine,PKR-03,05-01-2026 21:42,26:59.1,17,17,21,10,6.17
ORD-10447,SKU-129,Zone_A_HighBay,PKR-02,05-01-2026 21:55,16:43.6,7,7,17,10,8.19
ORD-10448,SKU-146,Zone_B_Mezzanine,PKR-03,05-01-2026 22:11,14:37.4,13,13,5,10,7.4
ORD-10449,SKU-134,Zone_A_HighBay,PKR-05,05-01-2026 22:15,50:47.5,2,2,5,10,6.62
ORD-10450,SKU-139,Zone_B_Mezzanine,PKR-08,05-01-2026 22:46,34:58.7,4,4,19,10,8.61
ORD-10451,SKU-115,Zone_B_Mezzanine,PKR-07,05-01-2026 23:00,03:51.0,10,10,5,10,8.57
ORD-10452,SKU-112,Zone_C_Bulk,PKR-07,05-01-2026 23:10,31:22.9,7,7,10,10,7.56
ORD-10453,SKU-149,Zone_A_HighBay,PKR-07,05-01-2026 23:27,16:29.3,17,17,17,10,6.96
ORD-10454,SKU-141,Zone_A_HighBay,PKR-08,05-01-2026 23:47,03:42.1,6,6,5,10,8.04
ORD-10455,SKU-129,Zone_A_HighBay,PKR-01,05-01-2026 23:55,07:30.5,19,19,9,10,6.92
ORD-10456,SKU-118,Zone_A_HighBay,PKR-04,06-01-2026 00:27,47:20.8,5,5,13,10,6.76
ORD-10457,SKU-116,Zone_A_HighBay,PKR-06,06-01-2026 00:26,49:44.2,10,10,21,10,8.34
ORD-10458,SKU-118,Zone_C_Bulk,PKR-09,06-01-2026 00:35,56:00.6,9,9,20,10,6.13
ORD-10459,SKU-127,Zone_A_HighBay,PKR-02,06-01-2026 00:53,11:21.7,13,13,12,10,6.3
ORD-10460,SKU-125,Zone_A_HighBay,PKR-01,06-01-2026 01:15,53:00.2,19,19,21,10,6.02
ORD-10461,SKU-136,Zone_B_Mezzanine,PKR-02,06-01-2026 01:18,22:37.0,6,6,19,10,6.49
ORD-10462,SKU-125,Zone_A_HighBay,PKR-07,06-01-2026 01:32,11:47.4,4,4,5,10,6.22
